alert_id,cluster_id,severity,status,evidence_confidence,suppressed,suppression_reason,risk_score,risk_level,classification_label,classification_score,false_alarm_indicator,detection_reliability,observation_count,active_days,persistence_category,max_frp,max_bright_ti4,bt_diff_max,movement_direction,movement_bearing_degrees,movement_rate_km_per_day,movement_pattern,latitude,longitude,nearest_station_name,station_distance_km,station_available,reasons,alert_rationale,created_at,updated_at,is_decision_support_only
TAL-00000,0,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.14,329.54,39.04,,,0.0,insufficient_evidence,19.49014,85.20157,Chatrapur Fire Station,26.22,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Chatrapur Fire Station (26.2 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Chatrapur Fire Station (26.2 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00001,1,MEDIUM,ACTIVE,HIGH,False,,56.0,MEDIUM,Agricultural-context thermal event,0.75,LOW,HIGH,8,2,short_lived_repeated,5.27,333.41,42.13,,,0.046,stationary,23.80323,86.32973,,,False,Risk score 56/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event,Decision-support thermal anomaly alert. Risk score 56/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00002,2,MEDIUM,ACTIVE,HIGH,False,,40.0,MEDIUM,Industrial-context thermal event,0.45,LOW,HIGH,3,1,isolated,8.63,341.86,55.47,,,0.0,insufficient_evidence,8.75679,78.18329,Fire And Rescue Service Station,6.01,True,Risk score 40/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Fire And Rescue Service Station (6.0 km),Decision-support thermal anomaly alert. Risk score 40/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Fire And Rescue Service Station (6.0 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00003,3,MEDIUM,ACTIVE,MODERATE,False,,39.1,MEDIUM,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,10.2,345.85,51.0,,,0.0,insufficient_evidence,9.39618,78.85063,,,False,Risk score 39/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 10.2 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event,Decision-support thermal anomaly alert. Risk score 39/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 10.2 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00004,4,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.34,335.15,38.69,,,0.0,insufficient_evidence,9.68989,78.37985,Madurai Airport Fire Station,35.39,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Madurai Airport Fire Station (35.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Madurai Airport Fire Station (35.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00005,5,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.67,331.65,35.16,,,0.0,insufficient_evidence,10.26295,79.14907,Fire station (unnamed),46.42,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (46.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (46.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00006,6,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.77,331.79,39.83,,,0.0,insufficient_evidence,10.38009,78.3605,Fire station (unnamed),23.21,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (23.2 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (23.2 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00007,7,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.48,331.46,34.17,,,0.0,insufficient_evidence,10.96096,79.73511,Fire station (unnamed),24.35,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (24.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (24.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00008,8,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.68,332.56,34.93,,,0.0,insufficient_evidence,11.02383,78.76881,BHEL Fire Station,28.55,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: BHEL Fire Station (28.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: BHEL Fire Station (28.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00009,9,MEDIUM,ACTIVE,MODERATE,False,,32.3,MEDIUM,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,10.81,341.89,42.91,,,0.0,insufficient_evidence,11.05059,79.3532,Fire station (unnamed),40.84,True,Risk score 32/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 10.8 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (40.8 km),Decision-support thermal anomaly alert. Risk score 32/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 10.8 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (40.8 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00010,10,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,10.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.56,330.71,35.68,,,0.0,insufficient_evidence,11.15094,78.02576,Erode District Fire Station,38.32,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Erode District Fire Station (38.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Erode District Fire Station (38.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00011,11,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.37,330.49,37.89,,,0.0,insufficient_evidence,11.155,77.7301,Erode District Fire Station,19.75,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Erode District Fire Station (19.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Erode District Fire Station (19.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00012,12,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.22,337.74,41.29,,,0.0,insufficient_evidence,11.27329,78.15312,Fire station (unnamed),42.33,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (42.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (42.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00013,13,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,2,1,isolated,5.38,335.48,38.41,,,0.0,insufficient_evidence,11.29058,79.78271,Fire Station Chidambaram,14.43,True,Agricultural-context event; Verified fire station nearby: Fire Station Chidambaram (14.4 km),Decision-support thermal anomaly alert. Agricultural-context event; Verified fire station nearby: Fire Station Chidambaram (14.4 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00014,14,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.81,333.55,38.76,,,0.0,insufficient_evidence,11.72811,78.7383,Kallakurichi Fire Station,22.89,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Kallakurichi Fire Station (22.9 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Kallakurichi Fire Station (22.9 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00015,15,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.46,332.62,34.54,,,0.0,insufficient_evidence,11.87308,79.73968,Fire Control Room,10.96,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Control Room (11.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Control Room (11.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00016,16,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,16.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,9.09,337.57,40.8,,,0.0,insufficient_evidence,11.87655,79.37332,Villupuram Fire Station,14.45,True,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Villupuram Fire Station (14.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Villupuram Fire Station (14.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00017,17,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.33,335.31,36.12,,,0.0,insufficient_evidence,11.93526,79.55087,Villupuram Fire Station,6.97,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Villupuram Fire Station (7.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Villupuram Fire Station (7.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00018,18,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,16.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,7.3,335.44,38.54,,,0.0,insufficient_evidence,12.41949,80.10271,Fire station (unnamed),47.57,True,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (47.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (47.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00019,19,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.02,332.54,40.11,,,0.0,insufficient_evidence,12.57915,79.24837,Vellore Fire station,39.35,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Vellore Fire station (39.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Vellore Fire station (39.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00020,20,MEDIUM,ACTIVE,HIGH,False,,41.0,MEDIUM,Agricultural-context thermal event,0.4,LOW,HIGH,6,2,short_lived_repeated,8.5,337.35,42.92,NW,294.04,0.441,directional,20.96839,86.01148,,,False,Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event; Thermal activity movement NW (confidence PRELIMINARY),Decision-support thermal anomaly alert. Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event; Thermal activity movement NW (confidence PRELIMINARY). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00021,21,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.09,330.83,32.99,,,0.0,insufficient_evidence,21.29788,81.60934,Airport Fire Station,18.45,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (18.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (18.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00022,22,CRITICAL,ACTIVE,HIGH,False,,92.0,HIGH,Industrial-context thermal event,0.85,LOW,HIGH,16,2,short_lived_repeated,23.16,356.0,57.65,,,0.057,stationary,21.74987,83.84391,,,False,Risk score 92/100 (CRITICAL risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Strong thermal power (FRP 23.2 MW); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.85),Decision-support thermal anomaly alert. Risk score 92/100 (CRITICAL risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Strong thermal power (FRP 23.2 MW); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.85). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00023,23,LOW,ACTIVE,MODERATE,False,,28.9,LOW,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,1,1,isolated,3.41,343.28,52.71,,,0.0,insufficient_evidence,21.91989,83.35123,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00024,24,MEDIUM,ACTIVE,HIGH,False,,56.0,MEDIUM,Industrial-context thermal event,0.6,LOW,HIGH,8,3,short_lived_repeated,8.32,345.09,47.36,,,0.041,stationary,22.35853,82.30276,,,False,Risk score 56/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (3 active days); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.60),Decision-support thermal anomaly alert. Risk score 56/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (3 active days); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.60). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00025,25,MEDIUM,ACTIVE,HIGH,False,,41.0,MEDIUM,Agricultural-context thermal event,0.4,LOW,HIGH,3,2,short_lived_repeated,5.76,333.15,37.07,NW,304.25,0.236,directional,22.78772,86.20088,,,False,Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event; Thermal activity movement NW (confidence PRELIMINARY),Decision-support thermal anomaly alert. Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event; Thermal activity movement NW (confidence PRELIMINARY). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00026,26,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,2,1,isolated,2.64,332.66,42.1,,,0.0,insufficient_evidence,23.78685,85.55264,Fire station (unnamed),28.29,True,Industrial context detected (score 0.45); Verified fire station nearby: Fire station (unnamed) (28.3 km),Decision-support thermal anomaly alert. Industrial context detected (score 0.45); Verified fire station nearby: Fire station (unnamed) (28.3 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00027,27,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.02,330.26,32.89,,,0.0,insufficient_evidence,24.14243,82.71046,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00028,28,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.87,330.04,33.65,,,0.0,insufficient_evidence,24.16346,82.63028,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00029,29,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,12.0,LOW,Agricultural-context thermal event,0.4,HIGH,LOW,1,1,isolated,5.41,331.81,33.28,,,0.0,insufficient_evidence,24.20259,82.70964,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00030,30,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,16.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,6.47,337.15,43.84,,,0.0,insufficient_evidence,10.93222,78.44296,Fire station (unnamed),35.47,True,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (35.5 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (35.5 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00031,31,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.35,331.58,38.77,,,0.0,insufficient_evidence,11.21864,78.20132,Fire station (unnamed),48.71,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (48.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (48.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00032,32,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.44,333.21,41.5,,,0.0,insufficient_evidence,11.32136,79.04636,Kallakurichi Fire Station,47.7,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Kallakurichi Fire Station (47.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Kallakurichi Fire Station (47.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00033,33,MEDIUM,ACTIVE,HIGH,False,,38.0,MEDIUM,Agricultural-context thermal event,0.55,LOW,HIGH,1,1,isolated,15.02,340.2,49.18,,,0.0,insufficient_evidence,11.80317,78.73422,Kallakurichi Fire Station,24.35,True,Risk score 38/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Single observation (no temporal recurrence); Elevated thermal power (FRP 15.0 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Kallakurichi Fire Station (24.4 km),Decision-support thermal anomaly alert. Risk score 38/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Single observation (no temporal recurrence); Elevated thermal power (FRP 15.0 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Kallakurichi Fire Station (24.4 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00034,34,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,10.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.68,330.05,39.54,,,0.0,insufficient_evidence,11.88981,79.31049,Villupuram Fire Station,20.14,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Villupuram Fire Station (20.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Villupuram Fire Station (20.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00035,35,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,2,1,isolated,2.4,333.69,42.3,,,0.0,insufficient_evidence,11.96006,79.44642,Villupuram Fire Station,4.83,True,Verified fire station nearby: Villupuram Fire Station (4.8 km),Decision-support thermal anomaly alert. Verified fire station nearby: Villupuram Fire Station (4.8 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00036,36,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,2,1,isolated,3.22,334.67,43.28,,,0.0,insufficient_evidence,12.0519,79.67217,Fire Control Room,17.81,True,Verified fire station nearby: Fire Control Room (17.8 km),Decision-support thermal anomaly alert. Verified fire station nearby: Fire Control Room (17.8 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
