alert_id,cluster_id,severity,status,evidence_confidence,suppressed,suppression_reason,risk_score,risk_level,classification_label,classification_score,false_alarm_indicator,detection_reliability,observation_count,active_days,persistence_category,max_frp,max_bright_ti4,bt_diff_max,movement_direction,movement_bearing_degrees,movement_rate_km_per_day,movement_pattern,latitude,longitude,nearest_station_name,station_distance_km,station_available,reasons,alert_rationale,created_at,updated_at,is_decision_support_only
TAL-00100,100,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,1,1,isolated,3.37,339.59,49.18,,,0.0,insufficient_evidence,11.49028,79.55821,Fire Station Chidambaram,19.05,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Fire Station Chidambaram (19.1 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Fire Station Chidambaram (19.1 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00101,101,MEDIUM,ACTIVE,MODERATE,False,,34.0,MEDIUM,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,6.1,340.49,65.18,,,0.0,insufficient_evidence,12.04076,79.63448,Villupuram Fire Station,19.33,True,Risk score 34/100 (MEDIUM risk); Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Villupuram Fire Station (19.3 km),Decision-support thermal anomaly alert. Risk score 34/100 (MEDIUM risk); Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Villupuram Fire Station (19.3 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00102,102,MEDIUM,ACTIVE,HIGH,False,,55.0,MEDIUM,Agricultural-context thermal event,0.55,LOW,HIGH,2,1,isolated,6.24,367.0,68.69,,,0.0,insufficient_evidence,12.06288,78.75271,Kallakurichi Fire Station,41.79,True,Risk score 55/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Kallakurichi Fire Station (41.8 km),Decision-support thermal anomaly alert. Risk score 55/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Kallakurichi Fire Station (41.8 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00103,103,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,1,1,isolated,4.31,340.21,48.78,,,0.0,insufficient_evidence,13.6854,78.08358,Gudibanda Fire Station,40.57,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Gudibanda Fire Station (40.6 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Gudibanda Fire Station (40.6 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00104,104,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.82,331.94,37.53,,,0.0,insufficient_evidence,14.67235,79.53287,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00105,105,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,1,1,isolated,3.26,335.8,47.16,,,0.0,insufficient_evidence,15.1253,76.765,Ballari Fire Station,16.21,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Ballari Fire Station (16.2 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Ballari Fire Station (16.2 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00106,106,MEDIUM,ACTIVE,HIGH,False,,46.0,MEDIUM,Agricultural-context thermal event,0.55,LOW,HIGH,2,1,isolated,11.86,345.23,51.8,,,0.0,insufficient_evidence,17.3469,80.85074,,,False,Risk score 46/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Elevated thermal power (FRP 11.9 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event,Decision-support thermal anomaly alert. Risk score 46/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Elevated thermal power (FRP 11.9 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00107,107,HIGH,ACTIVE,HIGH,False,,65.0,HIGH,Industrial-context thermal event,0.85,LOW,HIGH,15,3,short_lived_repeated,4.25,333.8,38.34,,,0.034,stationary,19.09949,82.1672,,,False,Risk score 65/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (3 active days); Industrial context detected (score 0.85),Decision-support thermal anomaly alert. Risk score 65/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (3 active days); Industrial context detected (score 0.85). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00108,108,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,15.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,10.2,332.32,32.65,,,0.0,insufficient_evidence,21.07794,85.03757,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Elevated thermal power (FRP 10.2 MW); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Elevated thermal power (FRP 10.2 MW); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00109,109,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,16.0,LOW,Industrial-context thermal event,0.45,HIGH,LOW,2,1,isolated,6.52,337.96,41.18,,,0.0,insufficient_evidence,21.6755,84.04032,,,False,"High false-alarm concern; Industrial context detected (score 0.45); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Industrial context detected (score 0.45); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00110,110,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,16.0,LOW,Industrial-context thermal event,0.45,HIGH,LOW,1,1,isolated,6.79,338.6,45.75,,,0.0,insufficient_evidence,21.76636,84.02389,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00111,111,MEDIUM,ACTIVE,HIGH,False,,33.0,MEDIUM,Agricultural-context thermal event,0.75,LOW,HIGH,3,2,short_lived_repeated,6.81,330.83,34.01,,,0.224,stationary,22.36328,87.01858,,,False,Risk score 33/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event,Decision-support thermal anomaly alert. Risk score 33/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00112,112,MEDIUM,ACTIVE,HIGH,False,,41.0,MEDIUM,Industrial-context thermal event,0.85,LOW,HIGH,3,2,short_lived_repeated,6.38,331.09,36.59,,,0.128,stationary,22.57247,85.89703,,,False,Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Industrial context detected (score 0.85),Decision-support thermal anomaly alert. Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Industrial context detected (score 0.85). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00113,113,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,10.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.85,333.39,44.49,,,0.0,insufficient_evidence,26.00009,93.45987,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00114,114,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,1,1,isolated,3.39,337.22,45.61,,,0.0,insufficient_evidence,28.18286,76.60889,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00115,115,MEDIUM,ACTIVE,HIGH,False,,32.0,MEDIUM,Industrial-context thermal event,0.45,LOW,HIGH,4,1,isolated,5.9,343.58,49.97,,,0.0,insufficient_evidence,29.59667,76.10747,Thermal Plant,36.73,True,Risk score 32/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Thermal Plant (36.7 km),Decision-support thermal anomaly alert. Risk score 32/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Thermal Plant (36.7 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00116,116,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.27,334.98,44.6,,,0.0,insufficient_evidence,29.63628,77.26997,Saharanpur Fire Station,44.03,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Saharanpur Fire Station (44.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Saharanpur Fire Station (44.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00117,117,LOW,ACTIVE,MODERATE,False,,28.9,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,1,1,isolated,2.99,344.36,51.56,,,0.0,insufficient_evidence,29.99296,73.6627,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast,Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00118,118,MEDIUM,ACTIVE,MODERATE,False,,34.0,MEDIUM,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,1,1,isolated,6.96,335.95,50.16,,,0.0,insufficient_evidence,8.90865,78.03073,Fire And Rescue Service Station,17.96,True,Risk score 34/100 (MEDIUM risk); Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Fire And Rescue Service Station (18.0 km),Decision-support thermal anomaly alert. Risk score 34/100 (MEDIUM risk); Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Fire And Rescue Service Station (18.0 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00119,119,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,1,1,isolated,4.7,331.31,48.34,,,0.0,insufficient_evidence,9.29566,77.94614,Sattur Fire Station,8.07,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Sattur Fire Station (8.1 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Sattur Fire Station (8.1 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00120,120,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,3,1,isolated,9.41,337.58,41.19,,,0.0,insufficient_evidence,11.41044,79.68736,Fire Station Chidambaram,2.48,True,Agricultural-context event; Verified fire station nearby: Fire Station Chidambaram (2.5 km),Decision-support thermal anomaly alert. Agricultural-context event; Verified fire station nearby: Fire Station Chidambaram (2.5 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00121,121,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.19,332.43,34.53,,,0.0,insufficient_evidence,12.45999,78.99902,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00122,122,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,10.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.65,330.87,40.17,,,0.0,insufficient_evidence,12.82108,76.97945,Fire station (unnamed),32.41,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (32.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (32.4 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00123,123,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.16,334.73,38.59,,,0.0,insufficient_evidence,13.78007,76.9473,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00124,124,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,6.94,340.84,43.62,,,0.0,insufficient_evidence,13.93042,77.46671,Gauribidanur Fire Station,37.0,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Gauribidanur Fire Station (37.0 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Gauribidanur Fire Station (37.0 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00125,125,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,1,1,isolated,4.65,340.31,41.52,,,0.0,insufficient_evidence,14.1473,77.31364,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00126,126,MEDIUM,ACTIVE,HIGH,False,,40.0,MEDIUM,Agricultural-context thermal event,0.55,LOW,HIGH,4,1,isolated,7.82,354.81,56.2,,,0.0,insufficient_evidence,14.25055,77.45954,,,False,Risk score 40/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Agricultural-context event,Decision-support thermal anomaly alert. Risk score 40/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00127,127,HIGH,ACTIVE,HIGH,False,,70.0,HIGH,Industrial-context thermal event,0.45,LOW,HIGH,8,1,isolated,7.53,355.66,57.89,,,0.0,insufficient_evidence,14.28534,77.43562,,,False,Risk score 70/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45),Decision-support thermal anomaly alert. Risk score 70/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00128,128,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,6.31,345.39,47.83,,,0.0,insufficient_evidence,14.30635,77.44534,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event,Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00129,129,HIGH,ACTIVE,HIGH,False,,76.0,HIGH,Agricultural-context thermal event,0.55,LOW,HIGH,8,1,isolated,11.28,355.76,57.53,,,0.0,insufficient_evidence,14.32605,77.41112,,,False,Risk score 76/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Elevated thermal power (FRP 11.3 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event,Decision-support thermal anomaly alert. Risk score 76/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Elevated thermal power (FRP 11.3 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00130,130,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.92,335.73,34.5,,,0.0,insufficient_evidence,14.41843,78.30199,Fire Station,36.85,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Station (36.9 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Station (36.9 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00131,131,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,16.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,5.81,337.66,36.45,,,0.0,insufficient_evidence,14.44477,78.46677,Fire Station,49.3,True,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire Station (49.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire Station (49.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00132,132,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.24,334.21,34.67,,,0.0,insufficient_evidence,14.71503,79.55192,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00133,133,HIGH,ACTIVE,HIGH,False,,79.0,HIGH,Unknown / Insufficient Evidence,0.0,LOW,HIGH,180,19,persistent,8.73,342.81,40.11,,,0.029,erratic,15.17893,76.66372,Fire station (unnamed),17.32,True,Risk score 79/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Persistent multi-day thermal activity (19 active days); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Fire station (unnamed) (17.3 km),Decision-support thermal anomaly alert. Risk score 79/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Persistent multi-day thermal activity (19 active days); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Fire station (unnamed) (17.3 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00134,134,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.17,335.55,38.42,,,0.0,insufficient_evidence,16.27069,76.4569,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00135,135,LOW,ACTIVE,MODERATE,False,,28.9,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,1,1,isolated,2.48,339.62,52.3,,,0.0,insufficient_evidence,17.58144,76.11646,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast,Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00136,136,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,10.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.93,331.55,41.25,,,0.0,insufficient_evidence,17.79687,83.16254,Sabbavaram Fire Station,3.77,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Sabbavaram Fire Station (3.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Sabbavaram Fire Station (3.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00137,137,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,12.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,5.24,330.43,30.14,,,0.0,insufficient_evidence,31.07977,74.70936,Cantonment Board Ferozepur,20.13,True,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Cantonment Board Ferozepur (20.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Cantonment Board Ferozepur (20.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00138,138,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,12.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,7.07,330.78,30.2,,,0.0,insufficient_evidence,31.14965,74.86246,Cantonment Board Ferozepur,34.98,True,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Cantonment Board Ferozepur (35.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Cantonment Board Ferozepur (35.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00139,139,LOW,ACTIVE,MODERATE,False,,15.3,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,4,1,isolated,2.13,309.29,33.35,,,0.0,insufficient_evidence,20.76036,85.29556,,,False,Routine thermal baseline / informational monitoring,Decision-support thermal anomaly alert. Routine thermal baseline / informational monitoring. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00140,140,MEDIUM,ACTIVE,HIGH,False,,41.0,MEDIUM,Industrial-context thermal event,0.85,LOW,HIGH,4,2,short_lived_repeated,5.62,341.89,47.13,,,0.48,stationary,20.88568,84.9825,,,False,Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.85),Decision-support thermal anomaly alert. Risk score 41/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Recurring thermal activity (2 active days); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.85). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
