cluster_id,observation_count,active_days,first_detection,last_detection,time_span_days,start_latitude,start_longitude,end_latitude,end_longitude,total_movement_distance_km,movement_rate_km_per_day,movement_bearing_degrees,movement_direction,movement_confidence,movement_status,direction,movement_pattern,direction_confidence,direction_confidence_score,direction_available
255,1,1,2026-08-05T19:49:00+00:00,2026-08-05T19:49:00+00:00,0.0,27.31863,95.26627,27.31863,95.26627,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
256,5,4,2026-08-05T19:49:00+00:00,2026-08-12T20:14:00+00:00,7.017,27.46,95.47563,27.46193,95.47604,0.218,0.031,10.8,N,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
257,1,1,2026-08-05T19:55:00+00:00,2026-08-05T19:55:00+00:00,0.0,9.46924,78.57292,9.46924,78.57292,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
258,1,1,2026-08-05T19:55:00+00:00,2026-08-05T19:55:00+00:00,0.0,9.89176,78.10775,9.89176,78.10775,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
259,3,2,2026-08-05T20:44:00+00:00,2026-08-08T21:27:00+00:00,3.03,31.25503,76.92779,31.2613,76.92593,0.719,0.237,345.77,N,LOW,MOVING,N,directional,PRELIMINARY,33,True
260,1,1,2026-08-05T20:44:00+00:00,2026-08-05T20:44:00+00:00,0.0,31.32849,76.8965,31.32849,76.8965,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
261,1,1,2026-08-05T20:44:00+00:00,2026-08-05T20:44:00+00:00,0.0,31.41325,76.83527,31.41325,76.83527,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
262,1,1,2026-08-05T20:46:00+00:00,2026-08-05T20:46:00+00:00,0.0,24.93367,74.63535,24.93367,74.63535,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
263,1,1,2026-08-05T20:46:00+00:00,2026-08-05T20:46:00+00:00,0.0,25.78086,73.69974,25.78086,73.69974,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
264,27,10,2026-08-05T20:46:00+00:00,2026-08-15T21:44:00+00:00,10.04,25.94305,72.19135,25.94222,72.19117,0.093,0.009,190.94,S,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
265,4,2,2026-08-05T20:46:00+00:00,2026-08-06T21:12:00+00:00,1.018,26.25909,74.09696,26.25765,74.09554,0.213,0.209,221.29,SW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
266,2,2,2026-08-05T20:46:00+00:00,2026-08-08T20:34:00+00:00,2.992,26.60505,73.68496,26.60358,73.68365,0.209,0.07,218.55,SW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
267,1,1,2026-08-05T20:46:00+00:00,2026-08-05T20:46:00+00:00,0.0,26.87412,73.5176,26.87412,73.5176,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
268,1,1,2026-08-05T20:49:00+00:00,2026-08-05T20:49:00+00:00,0.0,15.07226,76.86432,15.07226,76.86432,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
269,1,1,2026-08-05T20:49:00+00:00,2026-08-05T20:49:00+00:00,0.0,15.2262,76.76402,15.2262,76.76402,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
270,1,1,2026-08-05T21:31:00+00:00,2026-08-05T21:31:00+00:00,0.0,24.94367,74.94578,24.94367,74.94578,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
271,3,1,2026-08-06T06:20:00+00:00,2026-08-06T07:03:00+00:00,0.03,27.69884,96.24162,27.69884,96.24162,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
272,2,2,2026-08-06T07:58:00+00:00,2026-08-09T20:19:00+00:00,3.515,19.96325,79.33332,19.96264,79.33604,0.292,0.083,103.42,E,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
273,3,2,2026-08-06T08:45:00+00:00,2026-08-09T21:12:00+00:00,3.519,23.30612,70.19766,23.31344,70.20078,0.873,0.248,21.36,N,LOW,MOVING,N,directional,PRELIMINARY,33,True
274,1,1,2026-08-06T08:45:00+00:00,2026-08-06T08:45:00+00:00,0.0,23.51308,69.2734,23.51308,69.2734,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
275,4,1,2026-08-06T18:45:00+00:00,2026-08-06T18:45:00+00:00,0.0,26.15882,92.94587,26.15882,92.94587,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
276,1,1,2026-08-06T19:30:00+00:00,2026-08-06T19:30:00+00:00,0.0,28.26501,95.6101,28.26501,95.6101,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
277,1,1,2026-08-06T19:32:00+00:00,2026-08-06T19:32:00+00:00,0.0,23.62121,86.89039,23.62121,86.89039,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
278,28,4,2026-08-06T19:32:00+00:00,2026-08-10T19:57:00+00:00,4.017,23.69314,87.10931,23.68918,87.1166,0.864,0.215,120.63,SE,LOW,MOVING,SE,directional,MODERATE,64,True
279,2,2,2026-08-06T19:32:00+00:00,2026-08-07T19:13:00+00:00,0.987,24.11815,86.35008,24.11616,86.34906,0.244,0.248,205.07,SW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
280,4,2,2026-08-06T19:32:00+00:00,2026-08-07T20:08:00+00:00,1.025,25.43713,86.06888,25.43721,86.06732,0.157,0.154,273.24,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
281,5,3,2026-08-06T20:25:00+00:00,2026-08-09T20:17:00+00:00,2.994,23.56366,87.0838,23.56207,87.08356,0.178,0.06,187.72,S,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
282,2,2,2026-08-06T20:25:00+00:00,2026-08-09T19:30:00+00:00,2.962,23.61259,87.14576,23.61313,87.14422,0.168,0.057,290.94,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
283,67,13,2026-08-06T20:25:00+00:00,2026-08-23T07:39:00+00:00,16.468,23.70799,86.07117,23.67965,86.09396,3.913,0.238,143.63,SE,HIGH,MOVING,,erratic,PRELIMINARY,36,False
284,40,13,2026-08-06T20:25:00+00:00,2026-08-23T07:39:00+00:00,16.468,23.77287,86.19676,23.78134,86.21207,1.821,0.111,58.85,NE,HIGH,MOVING,NE,directional,MODERATE,51,True
285,12,7,2026-08-06T20:25:00+00:00,2026-08-15T20:04:00+00:00,8.985,23.79603,86.35184,23.79641,86.35195,0.044,0.005,14.83,N,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
286,5,4,2026-08-06T20:25:00+00:00,2026-08-11T19:38:00+00:00,4.967,25.03468,87.37018,25.0328,87.37155,0.251,0.051,146.63,SE,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
287,6,2,2026-08-06T20:27:00+00:00,2026-08-08T21:31:00+00:00,2.044,18.95626,73.94231,18.95722,73.94223,0.107,0.052,355.48,N,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
288,1,1,2026-08-06T20:27:00+00:00,2026-08-06T20:27:00+00:00,0.0,20.58127,74.5366,20.58127,74.5366,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
289,1,1,2026-08-06T21:12:00+00:00,2026-08-06T21:12:00+00:00,0.0,24.69057,73.00171,24.69057,73.00171,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
290,1,1,2026-08-06T21:14:00+00:00,2026-08-06T21:14:00+00:00,0.0,22.97807,72.56618,22.97807,72.56618,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
291,1,1,2026-08-06T21:14:00+00:00,2026-08-06T21:14:00+00:00,0.0,22.99959,72.34648,22.99959,72.34648,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
292,1,1,2026-08-07T06:46:00+00:00,2026-08-07T06:46:00+00:00,0.0,27.95391,95.5974,27.95391,95.5974,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
293,1,1,2026-08-07T07:35:00+00:00,2026-08-07T07:35:00+00:00,0.0,8.57914,77.95925,8.57914,77.95925,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
294,1,1,2026-08-07T07:35:00+00:00,2026-08-07T07:35:00+00:00,0.0,8.58266,77.97887,8.58266,77.97887,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
295,1,1,2026-08-07T07:35:00+00:00,2026-08-07T07:35:00+00:00,0.0,9.40517,77.77493,9.40517,77.77493,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
296,1,1,2026-08-07T07:37:00+00:00,2026-08-07T07:37:00+00:00,0.0,9.52495,78.04314,9.52495,78.04314,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
297,27,6,2026-08-07T07:39:00+00:00,2026-08-13T07:29:00+00:00,5.993,23.67854,86.39885,23.68019,86.3965,0.302,0.05,307.46,NW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
298,22,6,2026-08-07T07:39:00+00:00,2026-08-16T19:45:00+00:00,9.504,23.71616,86.44544,23.71004,86.45012,0.831,0.087,145.07,SE,LOW,MOVING,,erratic,PRELIMINARY,49,False
299,1,1,2026-08-07T08:22:00+00:00,2026-08-07T08:22:00+00:00,0.0,8.57461,78.00533,8.57461,78.00533,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
300,3,1,2026-08-07T08:22:00+00:00,2026-08-07T08:22:00+00:00,0.0,8.75958,78.18235,8.75958,78.18235,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
301,1,1,2026-08-07T09:22:00+00:00,2026-08-07T09:22:00+00:00,0.0,23.64634,68.56316,23.64634,68.56316,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
302,1,1,2026-08-07T19:13:00+00:00,2026-08-07T19:13:00+00:00,0.0,22.78345,86.00488,22.78345,86.00488,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
303,6,3,2026-08-07T19:13:00+00:00,2026-08-09T19:30:00+00:00,2.012,23.70858,86.43064,23.71516,86.42413,0.987,0.491,317.82,NW,LOW,MOVING,NW,directional,MODERATE,46,True
304,106,12,2026-08-07T19:13:00+00:00,2026-08-23T20:55:00+00:00,16.071,23.76756,86.40216,23.75861,86.40425,1.018,0.063,167.93,S,HIGH,MOVING,,erratic,PRELIMINARY,33,False
305,9,4,2026-08-07T19:13:00+00:00,2026-08-11T19:38:00+00:00,4.017,23.77381,86.36354,23.77495,86.3648,0.18,0.045,45.33,NE,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
306,1,1,2026-08-07T19:13:00+00:00,2026-08-07T19:13:00+00:00,0.0,23.77419,85.99416,23.77419,85.99416,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
307,9,3,2026-08-07T19:13:00+00:00,2026-08-09T19:30:00+00:00,2.012,23.77856,86.38951,23.77827,86.38636,0.322,0.16,264.33,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
308,1,1,2026-08-07T19:13:00+00:00,2026-08-07T19:13:00+00:00,0.0,23.79666,86.63983,23.79666,86.63983,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
309,1,1,2026-08-07T19:13:00+00:00,2026-08-07T19:13:00+00:00,0.0,27.32373,95.27661,27.32373,95.27661,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
310,1,1,2026-08-07T19:13:00+00:00,2026-08-07T19:13:00+00:00,0.0,27.46889,95.42281,27.46889,95.42281,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
311,1,1,2026-08-07T20:08:00+00:00,2026-08-07T20:08:00+00:00,0.0,23.6651,84.99844,23.6651,84.99844,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
312,2,2,2026-08-07T20:08:00+00:00,2026-08-08T19:49:00+00:00,0.987,23.72148,85.009,23.72111,85.00737,0.171,0.173,256.08,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
313,1,1,2026-08-07T20:08:00+00:00,2026-08-07T20:08:00+00:00,0.0,23.73612,85.02348,23.73612,85.02348,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
314,3,2,2026-08-07T20:08:00+00:00,2026-08-09T20:17:00+00:00,2.006,23.79395,86.23575,23.79418,86.23288,0.293,0.146,274.9,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
315,4,4,2026-08-07T20:08:00+00:00,2026-08-15T20:04:00+00:00,7.997,24.14051,82.70663,24.13888,82.70657,0.181,0.023,181.92,S,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
316,1,1,2026-08-07T20:08:00+00:00,2026-08-07T20:08:00+00:00,0.0,24.14751,82.65939,24.14751,82.65939,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
317,5,3,2026-08-07T20:08:00+00:00,2026-08-11T20:32:00+00:00,4.017,25.03437,87.38967,25.03661,87.38752,0.33,0.082,319.05,NW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
318,4,2,2026-08-07T20:08:00+00:00,2026-08-08T19:47:00+00:00,0.985,26.75962,83.20031,26.76064,83.19816,0.242,0.245,297.7,NW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
319,11,6,2026-08-07T20:53:00+00:00,2026-08-12T20:59:00+00:00,5.004,26.6412,79.48167,26.64216,79.4784,0.341,0.068,288.12,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
320,3,2,2026-08-07T20:53:00+00:00,2026-08-10T20:49:00+00:00,2.997,29.45735,76.87064,29.45884,76.86648,0.435,0.145,292.39,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
321,5,3,2026-08-07T20:55:00+00:00,2026-08-10T19:57:00+00:00,2.96,18.68641,73.03136,18.68258,73.03286,0.454,0.153,159.64,S,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
322,1,1,2026-08-08T07:24:00+00:00,2026-08-08T07:24:00+00:00,0.0,29.06436,79.52175,29.06436,79.52175,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
323,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,9.35078,78.64883,9.35078,78.64883,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
324,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,9.46694,78.60876,9.46694,78.60876,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
325,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,9.72193,77.87727,9.72193,77.87727,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
326,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,12.18139,79.57864,12.18139,79.57864,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
327,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,13.77714,79.96498,13.77714,79.96498,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
328,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,14.14061,79.64134,14.14061,79.64134,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
329,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,14.66399,80.13791,14.66399,80.13791,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
330,1,1,2026-08-08T08:03:00+00:00,2026-08-08T08:03:00+00:00,0.0,14.73576,79.83199,14.73576,79.83199,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
331,8,5,2026-08-08T18:53:00+00:00,2026-08-14T20:21:00+00:00,6.061,22.35985,87.01696,22.36108,87.01765,0.154,0.025,27.42,NE,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
332,1,1,2026-08-08T18:56:00+00:00,2026-08-08T18:56:00+00:00,0.0,20.24184,86.60018,20.24184,86.60018,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
333,2,2,2026-08-08T19:47:00+00:00,2026-08-11T19:38:00+00:00,2.994,25.54309,91.2356,25.54083,91.23685,0.281,0.094,153.48,SE,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
334,2,1,2026-08-08T19:47:00+00:00,2026-08-08T20:34:00+00:00,0.033,28.85323,77.14468,28.85323,77.14468,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
335,2,1,2026-08-08T19:49:00+00:00,2026-08-08T19:49:00+00:00,0.0,20.76015,85.2945,20.76015,85.2945,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
336,9,1,2026-08-08T19:49:00+00:00,2026-08-08T19:49:00+00:00,0.0,20.79382,85.25961,20.79382,85.25961,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
337,6,2,2026-08-08T19:49:00+00:00,2026-08-10T07:29:00+00:00,1.486,20.86512,84.9912,20.865,84.98891,0.238,0.16,266.79,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
338,2,1,2026-08-08T19:49:00+00:00,2026-08-08T19:49:00+00:00,0.0,20.95257,86.04758,20.95257,86.04758,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
339,24,2,2026-08-08T19:49:00+00:00,2026-08-11T19:40:00+00:00,2.994,20.96685,85.17656,20.96522,85.17598,0.191,0.064,198.37,S,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
340,3,1,2026-08-08T19:49:00+00:00,2026-08-08T20:36:00+00:00,0.033,20.96939,86.00611,20.96939,86.00611,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
341,8,3,2026-08-08T19:49:00+00:00,2026-08-11T19:40:00+00:00,2.994,20.98294,85.13465,20.98533,85.13896,0.52,0.174,59.35,NE,LOW,MOVING,,erratic,PRELIMINARY,33,False
342,4,2,2026-08-08T19:49:00+00:00,2026-08-11T20:34:00+00:00,3.031,20.99944,86.02661,21.00171,86.02567,0.27,0.089,338.93,N,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
343,4,2,2026-08-08T19:49:00+00:00,2026-08-11T19:40:00+00:00,2.994,21.07686,85.04057,21.07778,85.04282,0.255,0.085,66.38,NE,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
344,3,2,2026-08-08T19:49:00+00:00,2026-08-11T19:38:00+00:00,2.992,21.92888,85.22194,21.92625,85.22292,0.309,0.103,160.99,S,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
345,16,4,2026-08-08T19:49:00+00:00,2026-08-13T20:42:00+00:00,5.037,22.05395,88.12382,22.06163,88.12352,0.855,0.17,357.97,N,LOW,MOVING,N,directional,HIGH,71,True
346,1,1,2026-08-08T19:49:00+00:00,2026-08-08T19:49:00+00:00,0.0,23.54922,86.54599,23.54922,86.54599,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
347,11,3,2026-08-08T19:49:00+00:00,2026-08-10T19:57:00+00:00,2.006,23.66318,87.155,23.66328,87.15555,0.057,0.028,79.24,E,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
348,1,1,2026-08-08T19:49:00+00:00,2026-08-08T19:49:00+00:00,0.0,23.73825,85.00724,23.73825,85.00724,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
349,2,1,2026-08-08T19:49:00+00:00,2026-08-08T19:49:00+00:00,0.0,23.75204,86.4175,23.75204,86.4175,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
350,5,3,2026-08-08T19:49:00+00:00,2026-08-10T20:51:00+00:00,2.043,23.78115,86.3476,23.78405,86.33894,0.938,0.459,290.1,W,LOW,MOVING,W,directional,MODERATE,62,True
351,38,13,2026-08-08T19:49:00+00:00,2026-08-24T19:49:00+00:00,16.0,23.80323,86.32977,23.80593,86.32925,0.305,0.019,350.01,N,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
352,4,1,2026-08-08T19:49:00+00:00,2026-08-08T20:34:00+00:00,0.031,24.11851,86.86219,24.11851,86.86219,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
353,8,4,2026-08-08T19:49:00+00:00,2026-08-12T20:14:00+00:00,4.017,24.16996,82.62179,24.16726,82.6263,0.547,0.136,123.23,SE,LOW,MOVING,,erratic,PRELIMINARY,32,False
354,9,4,2026-08-08T19:49:00+00:00,2026-08-15T20:04:00+00:00,7.01,24.1832,82.65526,24.18051,82.64401,1.18,0.168,255.32,W,HIGH,MOVING,W,directional,HIGH,71,True
355,15,3,2026-08-08T19:49:00+00:00,2026-08-12T20:14:00+00:00,4.017,24.20311,82.71241,24.20359,82.71051,0.2,0.05,285.58,W,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
356,1,1,2026-08-08T19:51:00+00:00,2026-08-08T19:51:00+00:00,0.0,11.03697,77.77518,11.03697,77.77518,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
357,5,3,2026-08-08T19:51:00+00:00,2026-08-11T20:36:00+00:00,3.031,15.02526,78.01561,15.024,78.01444,0.189,0.062,221.77,SW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
358,10,5,2026-08-08T19:51:00+00:00,2026-08-16T20:42:00+00:00,8.035,15.17809,77.10169,15.17896,77.10384,0.25,0.031,67.33,NE,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
359,3,1,2026-08-08T19:53:00+00:00,2026-08-08T20:38:00+00:00,0.031,9.7606,77.62104,9.7606,77.62104,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
360,2,2,2026-08-08T20:34:00+00:00,2026-08-10T07:29:00+00:00,1.455,22.24258,87.38795,22.24657,87.38881,0.452,0.311,11.28,N,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
361,9,3,2026-08-08T20:34:00+00:00,2026-08-11T20:34:00+00:00,3.0,22.36584,87.29999,22.36784,87.29697,0.382,0.127,305.52,NW,LOW,STATIONARY,,stationary,INSUFFICIENT,0,False
362,8,4,2026-08-08T20:34:00+00:00,2026-08-11T19:38:00+00:00,2.961,22.81087,86.08997,22.79893,86.08892,1.332,0.45,184.63,S,HIGH,MOVING,,erratic,PRELIMINARY,45,False
363,7,3,2026-08-08T20:34:00+00:00,2026-08-10T19:57:00+00:00,1.974,23.55595,87.23958,23.5606,87.23688,0.586,0.297,331.98,NW,LOW,MOVING,NW,directional,MODERATE,65,True
364,2,1,2026-08-08T20:34:00+00:00,2026-08-08T20:34:00+00:00,0.0,23.66577,86.9212,23.66577,86.9212,0.0,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,insufficient_evidence,INSUFFICIENT,0,False
