cluster_id,observation_count,active_days,first_detection,last_detection,duration_days,mean_bright_ti4,max_bright_ti4,mean_bright_ti5,max_bright_ti5,mean_frp,max_frp,mean_confidence,persistence_score,persistence_category,bt_diff_mean,bt_diff_max,frp_mean_to_max_ratio,frp_per_observation,detection_density,active_day_ratio,is_multi_day,is_persistent_candidate,persistence_category_code,anomaly_score,anomaly_flag,abnormality_level,anomaly_characterization,explanation,contributing_factors
92,1,1,2026-08-01,2026-08-01,1,305.33,305.33,288.14,288.14,0.63,0.63,2.0,0.0333,isolated,17.19,17.19,1.0,0.63,1.0,1.0,0,0,0,-0.1801,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
93,1,1,2026-08-01,2026-08-01,1,304.57,304.57,285.98,285.98,0.82,0.82,2.0,0.0333,isolated,18.59,18.59,1.0,0.82,1.0,1.0,0,0,0,-0.1857,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
94,1,1,2026-08-01,2026-08-01,1,307.6,307.6,290.26,290.26,2.89,2.89,2.0,0.0333,isolated,17.34,17.34,1.0,2.89,1.0,1.0,0,0,0,-0.1826,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
95,2,2,2026-08-01,2026-08-03,3,305.635,308.68,280.83,288.17,1.36,1.57,2.0,0.0667,short_lived_repeated,24.805,20.51,0.8662,0.68,0.6667,0.6667,1,0,1,-0.0995,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
96,1,1,2026-08-02,2026-08-02,1,338.06,338.06,292.15,292.15,2.93,2.93,2.0,0.0333,isolated,45.91,45.91,1.0,2.93,1.0,1.0,0,0,0,-0.2051,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
97,1,1,2026-08-02,2026-08-02,1,339.26,339.26,289.72,289.72,1.48,1.48,2.0,0.0333,isolated,49.54,49.54,1.0,1.48,1.0,1.0,0,0,0,-0.1799,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
98,1,1,2026-08-02,2026-08-02,1,339.3,339.3,289.3,289.3,4.2,4.2,2.0,0.0333,isolated,50.0,50.0,1.0,4.2,1.0,1.0,0,0,0,-0.2018,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
99,1,1,2026-08-02,2026-08-02,1,336.33,336.33,289.83,289.83,1.63,1.63,2.0,0.0333,isolated,46.5,46.5,1.0,1.63,1.0,1.0,0,0,0,-0.1957,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
100,1,1,2026-08-02,2026-08-02,1,339.59,339.59,290.41,290.41,3.37,3.37,2.0,0.0333,isolated,49.18,49.18,1.0,3.37,1.0,1.0,0,0,0,-0.1965,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
101,1,1,2026-08-02,2026-08-02,1,340.49,340.49,275.31,275.31,6.1,6.1,2.0,0.0333,isolated,65.18,65.18,1.0,6.1,1.0,1.0,0,0,0,-0.1283,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
102,2,1,2026-08-02,2026-08-02,1,350.99,367.0,295.385,298.31,4.925,6.24,2.5,0.0333,isolated,55.605,68.69,0.7893,2.4625,2.0,1.0,0,0,0,-0.0179,0,ELEVATED,SHORT_LIVED_EXTREME_EVENT,Elevated abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
103,1,1,2026-08-02,2026-08-02,1,340.21,340.21,291.43,291.43,4.31,4.31,2.0,0.0333,isolated,48.78,48.78,1.0,4.31,1.0,1.0,0,0,0,-0.2023,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
104,1,1,2026-08-02,2026-08-02,1,331.94,331.94,294.41,294.41,3.82,3.82,2.0,0.0333,isolated,37.53,37.53,1.0,3.82,1.0,1.0,0,0,0,-0.2162,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
105,1,1,2026-08-02,2026-08-02,1,335.8,335.8,288.64,288.64,3.26,3.26,2.0,0.0333,isolated,47.16,47.16,1.0,3.26,1.0,1.0,0,0,0,-0.2058,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
106,2,1,2026-08-02,2026-08-02,1,340.295,345.23,292.955,293.43,7.275,11.86,2.0,0.0333,isolated,47.34,51.8,0.6134,3.6375,2.0,1.0,0,0,0,-0.0991,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
107,15,3,2026-08-02,2026-08-04,3,308.741,333.8,281.834,295.46,1.437,4.25,2.0,0.1,short_lived_repeated,26.907,38.34,0.3381,0.0958,5.0,1.0,1,0,1,0.0267,1,HIGH,STATISTICAL_ANOMALY,High abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
108,1,1,2026-08-02,2026-08-02,1,332.32,332.32,299.67,299.67,10.2,10.2,1.0,0.0333,isolated,32.65,32.65,1.0,10.2,1.0,1.0,0,0,0,-0.0674,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
109,2,1,2026-08-02,2026-08-02,1,334.435,337.96,295.62,296.78,4.785,6.52,1.0,0.0333,isolated,38.815,41.18,0.7339,2.3925,2.0,1.0,0,0,0,-0.0593,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
110,1,1,2026-08-02,2026-08-02,1,338.6,338.6,292.85,292.85,6.79,6.79,1.0,0.0333,isolated,45.75,45.75,1.0,6.79,1.0,1.0,0,0,0,-0.1013,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
111,3,2,2026-08-02,2026-08-03,2,312.563,330.83,282.32,296.82,2.737,6.81,2.0,0.0667,short_lived_repeated,30.243,34.01,0.4019,0.9123,1.5,1.0,1,0,1,-0.0671,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
112,3,2,2026-08-02,2026-08-04,3,322.207,331.09,285.657,294.5,3.353,6.38,2.0,0.0667,short_lived_repeated,36.55,36.59,0.5255,1.1177,1.0,0.6667,1,0,1,-0.0803,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
113,1,1,2026-08-02,2026-08-02,1,333.39,333.39,288.9,288.9,1.85,1.85,2.0,0.0333,isolated,44.49,44.49,1.0,1.85,1.0,1.0,0,0,0,-0.202,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
114,1,1,2026-08-02,2026-08-02,1,337.22,337.22,291.61,291.61,3.39,3.39,2.0,0.0333,isolated,45.61,45.61,1.0,3.39,1.0,1.0,0,0,0,-0.2069,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
115,4,1,2026-08-02,2026-08-02,1,336.848,343.58,293.118,293.61,4.74,5.9,2.0,0.0333,isolated,43.73,49.97,0.8034,1.185,4.0,1.0,0,0,0,-0.1076,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
116,1,1,2026-08-02,2026-08-02,1,334.98,334.98,290.38,290.38,4.27,4.27,2.0,0.0333,isolated,44.6,44.6,1.0,4.27,1.0,1.0,0,0,0,-0.2116,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
117,1,1,2026-08-02,2026-08-02,1,344.36,344.36,292.8,292.8,2.99,2.99,2.0,0.0333,isolated,51.56,51.56,1.0,2.99,1.0,1.0,0,0,0,-0.1803,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
118,1,1,2026-08-02,2026-08-02,1,335.95,335.95,285.79,285.79,6.96,6.96,2.0,0.0333,isolated,50.16,50.16,1.0,6.96,1.0,1.0,0,0,0,-0.1818,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
119,1,1,2026-08-02,2026-08-02,1,331.31,331.31,282.97,282.97,4.7,4.7,2.0,0.0333,isolated,48.34,48.34,1.0,4.7,1.0,1.0,0,0,0,-0.1936,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
120,3,1,2026-08-02,2026-08-02,1,335.127,337.58,296.007,296.39,6.31,9.41,2.0,0.0333,isolated,39.12,41.19,0.6706,2.1033,3.0,1.0,0,0,0,-0.1163,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
121,1,1,2026-08-02,2026-08-02,1,332.43,332.43,297.9,297.9,2.19,2.19,2.0,0.0333,isolated,34.53,34.53,1.0,2.19,1.0,1.0,0,0,0,-0.2172,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
122,1,1,2026-08-02,2026-08-02,1,330.87,330.87,290.7,290.7,1.65,1.65,2.0,0.0333,isolated,40.17,40.17,1.0,1.65,1.0,1.0,0,0,0,-0.2019,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
123,1,1,2026-08-02,2026-08-02,1,334.73,334.73,296.14,296.14,3.16,3.16,2.0,0.0333,isolated,38.59,38.59,1.0,3.16,1.0,1.0,0,0,0,-0.2179,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
124,1,1,2026-08-02,2026-08-02,1,340.84,340.84,297.22,297.22,6.94,6.94,2.0,0.0333,isolated,43.62,43.62,1.0,6.94,1.0,1.0,0,0,0,-0.1922,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
125,1,1,2026-08-02,2026-08-02,1,340.31,340.31,298.79,298.79,4.65,4.65,2.0,0.0333,isolated,41.52,41.52,1.0,4.65,1.0,1.0,0,0,0,-0.2059,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
126,4,1,2026-08-02,2026-08-02,1,346.657,354.81,298.1,298.61,7.135,7.82,2.0,0.0333,isolated,48.557,56.2,0.9124,1.7838,4.0,1.0,0,0,0,-0.0578,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
127,8,1,2026-08-02,2026-08-02,1,343.542,355.66,296.596,297.77,5.88,7.53,1.75,0.0333,isolated,46.946,57.89,0.7809,0.735,8.0,1.0,0,0,0,0.0654,1,HIGH,SHORT_LIVED_EXTREME_EVENT,High abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
128,1,1,2026-08-02,2026-08-02,1,345.39,345.39,297.56,297.56,6.31,6.31,2.0,0.0333,isolated,47.83,47.83,1.0,6.31,1.0,1.0,0,0,0,-0.1867,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
129,8,1,2026-08-02,2026-08-02,1,346.351,355.76,296.556,298.23,8.525,11.28,1.75,0.0333,isolated,49.795,57.53,0.7558,1.0656,8.0,1.0,0,0,0,0.072,1,HIGH,SHORT_LIVED_EXTREME_EVENT,High abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
130,1,1,2026-08-02,2026-08-02,1,335.73,335.73,301.23,301.23,3.92,3.92,2.0,0.0333,isolated,34.5,34.5,1.0,3.92,1.0,1.0,0,0,0,-0.2184,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
131,1,1,2026-08-02,2026-08-02,1,337.66,337.66,301.21,301.21,5.81,5.81,2.0,0.0333,isolated,36.45,36.45,1.0,5.81,1.0,1.0,0,0,0,-0.2074,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
132,1,1,2026-08-02,2026-08-02,1,334.21,334.21,299.54,299.54,2.24,2.24,2.0,0.0333,isolated,34.67,34.67,1.0,2.24,1.0,1.0,0,0,0,-0.2176,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
133,180,19,2026-08-02,2026-08-30,29,310.93,342.81,284.913,302.7,2.163,8.73,1.989,0.6333,persistent,26.017,40.11,0.2478,0.012,6.2069,0.6552,1,1,2,0.197,1,HIGH,MULTI_FACTOR_ANOMALY,High abnormality primarily associated with elevated thermal intensity and persistent multi-day activity.,"max_bright_ti4,active_days"
134,1,1,2026-08-02,2026-08-02,1,335.55,335.55,297.13,297.13,4.17,4.17,2.0,0.0333,isolated,38.42,38.42,1.0,4.17,1.0,1.0,0,0,0,-0.2177,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
135,1,1,2026-08-02,2026-08-02,1,339.62,339.62,287.32,287.32,2.48,2.48,2.0,0.0333,isolated,52.3,52.3,1.0,2.48,1.0,1.0,0,0,0,-0.1847,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
136,1,1,2026-08-02,2026-08-02,1,331.55,331.55,290.3,290.3,1.93,1.93,2.0,0.0333,isolated,41.25,41.25,1.0,1.93,1.0,1.0,0,0,0,-0.2071,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
137,1,1,2026-08-02,2026-08-02,1,330.43,330.43,300.29,300.29,5.24,5.24,2.0,0.0333,isolated,30.14,30.14,1.0,5.24,1.0,1.0,0,0,0,-0.2048,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
138,1,1,2026-08-02,2026-08-02,1,330.78,330.78,300.58,300.58,7.07,7.07,2.0,0.0333,isolated,30.2,30.2,1.0,7.07,1.0,1.0,0,0,0,-0.1825,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
139,4,1,2026-08-02,2026-08-02,1,305.34,309.29,274.258,275.94,1.257,2.13,2.0,0.0333,isolated,31.082,33.35,0.5901,0.3142,4.0,1.0,0,0,0,-0.0865,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
140,4,2,2026-08-02,2026-08-03,2,329.102,341.89,287.328,294.76,4.522,5.62,2.0,0.0667,short_lived_repeated,41.774,47.13,0.8046,1.1305,2.0,1.0,1,0,1,-0.1134,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
141,4,1,2026-08-02,2026-08-02,1,313.788,331.88,276.878,288.47,2.188,4.21,2.0,0.0333,isolated,36.91,43.41,0.5197,0.547,4.0,1.0,0,0,0,-0.0915,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
142,1,1,2026-08-02,2026-08-02,1,302.68,302.68,272.26,272.26,2.71,2.71,2.0,0.0333,isolated,30.42,30.42,1.0,2.71,1.0,1.0,0,0,0,-0.1789,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
143,3,2,2026-08-02,2026-08-04,3,323.937,336.85,277.25,279.86,5.657,7.04,2.0,0.0667,short_lived_repeated,46.687,56.99,0.8036,1.8857,1.0,0.6667,1,0,1,-0.0591,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
144,2,2,2026-08-02,2026-08-03,2,306.76,307.49,273.68,275.51,1.69,1.77,2.0,0.0667,short_lived_repeated,33.08,31.98,0.9548,0.845,1.0,1.0,1,0,1,-0.1266,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
145,1,1,2026-08-02,2026-08-02,1,303.75,303.75,278.53,278.53,0.6,0.6,2.0,0.0333,isolated,25.22,25.22,1.0,0.6,1.0,1.0,0,0,0,-0.179,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
146,1,1,2026-08-02,2026-08-02,1,305.99,305.99,285.31,285.31,0.54,0.54,2.0,0.0333,isolated,20.68,20.68,1.0,0.54,1.0,1.0,0,0,0,-0.1759,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
147,1,1,2026-08-02,2026-08-02,1,304.65,304.65,287.37,287.37,1.75,1.75,2.0,0.0333,isolated,17.28,17.28,1.0,1.75,1.0,1.0,0,0,0,-0.1878,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
148,1,1,2026-08-02,2026-08-02,1,317.47,317.47,287.13,287.13,1.73,1.73,2.0,0.0333,isolated,30.34,30.34,1.0,1.73,1.0,1.0,0,0,0,-0.2012,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
149,2,1,2026-08-02,2026-08-02,1,311.705,313.99,288.69,289.05,1.55,1.9,2.0,0.0333,isolated,23.015,24.94,0.8158,0.775,2.0,1.0,0,0,0,-0.1501,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
150,1,1,2026-08-02,2026-08-02,1,306.54,306.54,281.5,281.5,0.51,0.51,2.0,0.0333,isolated,25.04,25.04,1.0,0.51,1.0,1.0,0,0,0,-0.1816,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
151,1,1,2026-08-02,2026-08-02,1,308.41,308.41,278.16,278.16,1.23,1.23,2.0,0.0333,isolated,30.25,30.25,1.0,1.23,1.0,1.0,0,0,0,-0.1971,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
152,1,1,2026-08-02,2026-08-02,1,303.56,303.56,279.18,279.18,0.92,0.92,2.0,0.0333,isolated,24.38,24.38,1.0,0.92,1.0,1.0,0,0,0,-0.1849,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
153,1,1,2026-08-02,2026-08-02,1,310.79,310.79,278.03,278.03,1.25,1.25,2.0,0.0333,isolated,32.76,32.76,1.0,1.25,1.0,1.0,0,0,0,-0.1964,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
154,1,1,2026-08-02,2026-08-02,1,303.72,303.72,281.49,281.49,1.46,1.46,2.0,0.0333,isolated,22.23,22.23,1.0,1.46,1.0,1.0,0,0,0,-0.1921,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
155,2,1,2026-08-02,2026-08-02,1,305.675,308.06,279.705,280.13,1.005,1.05,2.0,0.0333,isolated,25.97,27.93,0.9571,0.5025,2.0,1.0,0,0,0,-0.1469,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
156,3,1,2026-08-02,2026-08-02,1,314.263,318.56,286.91,287.78,1.927,2.23,2.0,0.0333,isolated,27.353,30.78,0.8641,0.6423,3.0,1.0,0,0,0,-0.139,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
157,1,1,2026-08-02,2026-08-02,1,310.26,310.26,285.9,285.9,1.65,1.65,2.0,0.0333,isolated,24.36,24.36,1.0,1.65,1.0,1.0,0,0,0,-0.1976,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
158,4,1,2026-08-02,2026-08-02,1,315.842,323.76,287.568,287.81,2.005,2.85,2.0,0.0333,isolated,28.274,35.95,0.7035,0.5012,4.0,1.0,0,0,0,-0.1027,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
159,1,1,2026-08-02,2026-08-02,1,314.56,314.56,287.79,287.79,2.23,2.23,2.0,0.0333,isolated,26.77,26.77,1.0,2.23,1.0,1.0,0,0,0,-0.1994,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
160,2,2,2026-08-02,2026-08-03,2,307.42,307.59,283.515,285.33,1.52,1.54,2.0,0.0667,short_lived_repeated,23.905,22.26,0.987,0.76,1.0,1.0,1,0,1,-0.1276,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
161,2,2,2026-08-02,2026-08-04,3,308.67,312.46,283.15,290.35,1.785,2.73,2.0,0.0667,short_lived_repeated,25.52,22.11,0.6538,0.8925,0.6667,0.6667,1,0,1,-0.0986,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
162,1,1,2026-08-02,2026-08-02,1,307.5,307.5,293.26,293.26,2.3,2.3,2.0,0.0333,isolated,14.24,14.24,1.0,2.3,1.0,1.0,0,0,0,-0.1796,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
163,3,3,2026-08-02,2026-08-05,4,313.117,326.53,283.12,291.68,1.903,2.49,2.0,0.1,short_lived_repeated,29.997,34.85,0.7643,0.6343,0.75,0.75,1,0,1,-0.0741,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
164,1,1,2026-08-02,2026-08-02,1,310.1,310.1,293.63,293.63,1.68,1.68,2.0,0.0333,isolated,16.47,16.47,1.0,1.68,1.0,1.0,0,0,0,-0.1921,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
165,1,1,2026-08-02,2026-08-02,1,306.89,306.89,292.72,292.72,1.83,1.83,2.0,0.0333,isolated,14.17,14.17,1.0,1.83,1.0,1.0,0,0,0,-0.1793,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
166,1,1,2026-08-02,2026-08-02,1,301.83,301.83,285.19,285.19,0.8,0.8,2.0,0.0333,isolated,16.64,16.64,1.0,0.8,1.0,1.0,0,0,0,-0.1777,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
167,1,1,2026-08-02,2026-08-02,1,301.41,301.41,285.29,285.29,1.02,1.02,2.0,0.0333,isolated,16.12,16.12,1.0,1.02,1.0,1.0,0,0,0,-0.1802,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
168,1,1,2026-08-02,2026-08-02,1,300.02,300.02,274.27,274.27,1.43,1.43,2.0,0.0333,isolated,25.75,25.75,1.0,1.43,1.0,1.0,0,0,0,-0.177,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
169,1,1,2026-08-02,2026-08-02,1,296.02,296.02,260.28,260.28,1.11,1.11,2.0,0.0333,isolated,35.74,35.74,1.0,1.11,1.0,1.0,0,0,0,-0.1554,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
170,1,1,2026-08-02,2026-08-02,1,301.77,301.77,270.27,270.27,0.58,0.58,2.0,0.0333,isolated,31.5,31.5,1.0,0.58,1.0,1.0,0,0,0,-0.1758,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
171,1,1,2026-08-02,2026-08-02,1,305.38,305.38,288.86,288.86,1.24,1.24,2.0,0.0333,isolated,16.52,16.52,1.0,1.24,1.0,1.0,0,0,0,-0.1907,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
172,1,1,2026-08-02,2026-08-02,1,306.57,306.57,281.1,281.1,1.92,1.92,2.0,0.0333,isolated,25.47,25.47,1.0,1.92,1.0,1.0,0,0,0,-0.1959,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
173,2,1,2026-08-02,2026-08-02,1,306.835,307.2,283.13,285.81,0.965,1.34,2.0,0.0333,isolated,23.705,21.39,0.7201,0.4825,2.0,1.0,0,0,0,-0.1343,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
174,18,9,2026-08-02,2026-08-16,15,305.132,327.93,283.116,289.37,1.256,3.1,2.0,0.3,persistent,22.016,38.56,0.4052,0.0698,1.2,0.6,1,1,2,0.1125,1,HIGH,PERSISTENT_THERMAL_ACTIVITY,High abnormality primarily associated with persistent multi-day activity.,active_days
175,1,1,2026-08-02,2026-08-02,1,304.11,304.11,287.94,287.94,0.65,0.65,2.0,0.0333,isolated,16.17,16.17,1.0,0.65,1.0,1.0,0,0,0,-0.1797,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
176,1,1,2026-08-02,2026-08-02,1,304.2,304.2,288.31,288.31,1.6,1.6,2.0,0.0333,isolated,15.89,15.89,1.0,1.6,1.0,1.0,0,0,0,-0.1839,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
177,1,1,2026-08-03,2026-08-03,1,328.92,328.92,286.03,286.03,3.42,3.42,2.0,0.0333,isolated,42.89,42.89,1.0,3.42,1.0,1.0,0,0,0,-0.2077,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
178,1,1,2026-08-03,2026-08-03,1,335.72,335.72,292.93,292.93,6.92,6.92,2.0,0.0333,isolated,42.79,42.79,1.0,6.92,1.0,1.0,0,0,0,-0.1941,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
179,1,1,2026-08-03,2026-08-03,1,334.32,334.32,298.96,298.96,9.08,9.08,1.0,0.0333,isolated,35.36,35.36,1.0,9.08,1.0,1.0,0,0,0,-0.0841,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
180,1,1,2026-08-03,2026-08-03,1,334.91,334.91,299.48,299.48,2.51,2.51,1.0,0.0333,isolated,35.43,35.43,1.0,2.51,1.0,1.0,0,0,0,-0.1242,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
181,1,1,2026-08-03,2026-08-03,1,333.36,333.36,298.23,298.23,4.21,4.21,2.0,0.0333,isolated,35.13,35.13,1.0,4.21,1.0,1.0,0,0,0,-0.2174,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
182,1,1,2026-08-03,2026-08-03,1,334.38,334.38,292.96,292.96,3.22,3.22,2.0,0.0333,isolated,41.42,41.42,1.0,3.22,1.0,1.0,0,0,0,-0.2167,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
183,1,1,2026-08-03,2026-08-03,1,332.81,332.81,293.41,293.41,3.01,3.01,2.0,0.0333,isolated,39.4,39.4,1.0,3.01,1.0,1.0,0,0,0,-0.2159,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
184,1,1,2026-08-03,2026-08-03,1,332.56,332.56,294.25,294.25,2.52,2.52,2.0,0.0333,isolated,38.31,38.31,1.0,2.52,1.0,1.0,0,0,0,-0.2157,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
185,1,1,2026-08-03,2026-08-03,1,334.55,334.55,294.61,294.61,4.28,4.28,2.0,0.0333,isolated,39.94,39.94,1.0,4.28,1.0,1.0,0,0,0,-0.2164,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
